,tweets,label
1468,man theres this fine ass white boy in my school... imma kms,1
1469,i don't think anyone really understands how tiring it is to act okay and always be the 'strong' one when in reality you're close to the edge,2
1470,welcome to the   relationships and  mentalillness  blog from [redacted],0
1471,ate a bagel and a brownie and now i want to kms,1
1472,"the very worst type of crying is the silent one,. the one where you have to hold your breath and grab your stomach just trying to keep quiet",2
1473,better off from these challenges even if you appear to be doing worse things slower than your classmates people you know,0
1474,STOP ILL KMS IF IT HAPPENS,1
1475,do you ever feel like people just forget you exist.,2
1476,your soothing image of the day  if this calls out to you   use this image for today s meditation  via,0
1477,popsicle sticks online? im going to kms,1
1478,maybe im better off alone because no one has ever loved me the way i love them and i have never felt like anyone wants me or needs me at all,2
1479,ad affiliate    if you have anxiety and or struggle to sleep then you might find cbd useful  if you are interested in this  check it out,0
1480,im gonna kms aha ha,1
1481,its amazing how fast i can go from being in a good mood to really wanting to sleep for 2 years because im just so damn tired of everything,2
1482,what causes your child s anxiety     parenting  children  anxiety  anxietyproblems,0
1483,you all [redacted] blinks make me wanna kms,1
1484,its sad to think how much damage self hate can do to your body it damages you mentally it screws you up emotionally it hurts you physically,2
1485,anxiety and panic attacks  what is it  and what can you do about it  anxiety  anxietygrlworld  socialanxiety,0
1486,my head thumpin hard dad omg i'll kms,1
1487,"have you ever noticed that no one notices your tears no one notices your sadness, no one notices your pain but they all notice your mistakes",2
1488,its ok not to be ok hoodie   spreading the word  mentalhealth  mentalhealthawareness,0
1489,KMS I HAVE A PSYCH TEST TOO I HATE IT HERE,1
1490,"every single time i put myself back together again, i watch myself fall apart once again and every single time is worse than the time before",2
1491,yoga is great for  cardio  health and can improve  mood and lower  depression and  anxiety,0
1492,i cant wait till i get home so i can listen to revelacion and lost then kms,1
1493,"you smile, but you want to cry. you talk, but you just want to be quiet. you pretend like you're happy but you aren't, you're breaking down.",2
1494,anxiety tends to get  worse  over time because  children  learn that  avoidance  works in  reducing the  anxiety,0
1495,You all i WILL kms if you keep liking my jokes but not my tweets about music,1
1496,"i feel myself changing, i don't even laugh the same anymore, i don't smile the same, or talk the same, i'm just so damn tired of everything.",2
1497,how i m using  tarot cards for  recovery from  childhoodtrauma   mentalhealth,0
1498,Probably kms Icl,1
1499,"if you leave someone at least tell them why, because what's more painful than being abandoned, is knowing you're not worth an explanation.",2
1500,how often do yall maladaptive daydream  for me i need time each day for it because i get stressed or overwhelmed,0
1501,guys i have a big test today and i dont know basic math im gonna kms,1
1502,stop asking me to trust you when i'm still coughing up water from the last time you let me drown.,2
1503,if you find yourself feeling worried these tips from the page could help you manage feelings of anxiety,0
1504,if only it wasnt hp im going to kms,1
1505,"i don't tweet for sympathy, or attention i express my thoughts and feelings. this is my outlet where i can say stuff without feeling judged.",2
1506,yes without taking my meds everyday i am not sure if i would even be alive today  if u need them dont feel shame in taking them,0
1507,Woke up thinking it was Friday kms,1
1508,i'm pretty sure by now tired is just part of my personality description.,2
1509,trying to think our way out of it doesn t work  discover some tips for managing  anxiety,0
1510,another leo?? imma kms,1
1511,nobody hates me more than myself.,2
1512,thanks to the person who reached out to me and told me they were battling  mentalhealth issues,0
1513,i am in english online class (ew kms),1
1514,"i hate the fact that i cry when i'm angry, and that's the worst thing ever because you're trying to act tough and mean but instead you cry.",2
1515,online therapy for anxiety and panic attacks  get the help you need to overcome anxiety  panic attacks through mindfulness,0
1516,the nachos.. im gonna kms,1
1517,"you smile, but all you want is to cry. you talk, but you really just want to be quiet. you pretend like you're happy, but you really aren't.",2
1518,""" i work with individuals and couples who are facing  anxiety and depression  or problems in personal and professional life ",0
1519,when he started saying it she came back im gonna kms x2,1
1520,im ashamed of myself because i know i should be better and i have no idea how to get there.,2
1521,how to support a  selfharming partner s recovery   mentalhealth  selfinjury  selfharm,0
1522,my head thumpin hard dab omg i will kms,1
1523,do you ever feel like you've been abandoned by everybody and the only thing you have left to look forward to in life is completely nothing..,2
1524,what kind of strain is good for stress and anxiety      stoner  stressrelief  anxiety  help  strain,0
1525,i havent gone one day without smoking since im a stoner you are not its gross imma kms,1
1526,i always get nervous when people stop replying to me its like did i say something wrong did i scare them away did i offend you in some way.,2
